id_cliente,eta,segmento,anzianita_mesi,num_prodotti,stipendio_accreditato,ha_carta_credito,ha_mutuo,ha_investimenti,saldo_medio_eur,patrimonio_gestito_eur,canale_preferito,accessi_app_mese,transazioni_mese,giorni_ultima_operazione,variazione_saldo_3m_pct,reclami_12m,nps,note_gestore,abbandono
CL000716,72,mass,292,4,1,0,0,0,5682.29,0.0,filiale,1,16,9,14.4,0,6.8,,0
CL000717,54,mass,185,3,0,0,1,0,7324.09,0.0,app,11,11,14,-11.4,1,3.3,,0
CL000718,52,mass,85,1,1,1,0,0,1275.25,0.0,filiale,2,15,14,6.5,0,7.2,"Ha apprezzato il nuovo servizio dell'app, esperienza complessivamente buona.",0
CL000719,35,mass,37,2,1,0,1,1,25007.0,4082.88,app,22,11,7,-4.0,0,5.0,"Cliente fidelizzato, ha incrementato la liquidita' depositata.",0
CL000720,59,affluent,71,5,1,0,0,0,13088.94,0.0,app,11,14,13,0.8,0,,,0
CL000721,29,mass,137,2,0,1,0,0,738.79,0.0,filiale,6,14,16,-3.5,0,9.3,Incontro positivo: valuta la sottoscrizione di un piano di accumulo.,0
CL000722,81,mass,88,3,1,1,0,1,3242.13,1135.31,app,8,9,11,-4.6,0,5.3,Incontro positivo: valuta la sottoscrizione di un piano di accumulo.,0
CL000723,75,mass,132,1,1,0,0,1,491.4,6957.8,app,3,12,18,20.3,0,8.8,Chiede perche' il rendimento del portafoglio e' inferiore alle attese.,0
CL000724,27,private,121,5,1,1,0,1,50240.9,565113.87,app,19,22,10,13.8,0,8.5,,0
CL000725,71,private,83,6,0,1,1,1,1334220.83,378196.67,app,10,6,11,-15.1,0,6.1,Nessuna criticita' segnalata nell'ultimo contatto telefonico.,0
CL000726,27,affluent,74,6,0,1,0,1,18953.1,36875.33,app,16,6,13,-1.7,0,7.1,,0
CL000727,67,mass,104,2,1,1,0,0,1230.27,0.0,filiale,1,10,17,0.0,1,6.5,,0
CL000728,25,mass,49,2,1,0,1,0,4549.48,0.0,app,8,9,18,17.9,0,7.7,,0
CL000729,52,affluent,75,4,1,0,0,1,11893.37,163870.84,web,2,15,9,-12.4,0,6.7,,0
CL000730,63,affluent,171,2,1,1,0,1,58094.53,42203.52,filiale,1,14,18,-6.8,0,6.2,"Richiede un appuntamento per rivedere l'asset allocation, clima collaborativo.",0
CL000731,68,mass,223,4,0,1,0,0,1997.02,0.0,filiale,1,12,10,-7.5,0,5.2,,0
CL000732,47,mass,86,6,1,1,0,0,5674.06,0.0,filiale,2,16,11,-22.2,0,5.7,,0
CL000733,80,mass,157,4,0,0,0,0,1583.9,0.0,filiale,1,8,15,-22.1,1,5.2,,1
CL000734,71,affluent,128,5,1,1,0,1,276754.14,438341.11,app,8,16,15,4.3,0,8.9,,0
CL000735,33,mass,27,2,1,1,1,1,6997.17,4798.81,app,16,13,13,-7.8,2,2.0,,0
CL000736,64,mass,105,3,0,1,1,0,3901.22,0.0,filiale,0,10,11,3.9,0,7.2,,0
CL000737,68,mass,67,2,0,0,0,0,3416.38,0.0,app,18,5,10,-18.2,0,10.0,,0
CL000738,42,mass,71,1,1,0,0,0,2702.03,0.0,app,11,15,17,-12.6,1,2.0,,0
CL000739,68,mass,122,1,0,1,0,0,2242.12,0.0,filiale,1,7,5,-4.1,0,8.0,,0
CL000740,79,mass,177,1,1,1,1,0,2187.34,0.0,app,8,17,15,-16.8,0,6.7,,0
CL000741,73,affluent,143,3,0,1,0,0,120843.96,0.0,app,13,11,12,-2.6,0,7.4,,0
CL000742,70,mass,181,3,1,1,0,1,2704.43,9655.76,app,13,11,13,-2.8,0,7.2,,0
CL000743,61,mass,81,2,1,1,0,1,654.27,3855.38,app,15,13,10,-3.8,0,9.6,Chiede perche' il rendimento del portafoglio e' inferiore alle attese.,0
CL000744,37,mass,172,4,0,0,0,0,1557.18,0.0,app,20,9,10,-15.5,0,6.6,"Cliente soddisfatto, interessato a valutare nuovi prodotti di investimento.",0
CL000745,72,mass,228,3,1,0,0,0,10249.17,0.0,filiale,0,18,18,15.1,1,,,0
CL000746,44,mass,37,3,1,1,0,0,3543.64,0.0,app,16,15,7,-13.6,0,6.7,,0
CL000747,55,mass,56,1,0,0,1,1,3941.54,29913.74,app,9,6,16,-1.2,0,8.2,,0
CL000748,40,mass,87,3,1,1,0,0,12744.22,0.0,app,12,10,12,-1.1,0,6.8,,0
CL000749,40,affluent,66,3,0,0,0,1,13257.38,124643.19,app,15,12,18,1.3,0,7.8,Incontro positivo: valuta la sottoscrizione di un piano di accumulo.,0
CL000750,30,mass,59,4,1,0,1,1,7857.12,32087.84,app,7,16,12,-15.7,0,8.9,,0
CL000751,83,mass,154,4,1,1,0,0,2437.93,0.0,app,12,16,14,4.2,2,5.0,,0
CL000752,29,mass,135,6,1,1,0,0,7467.3,0.0,web,8,16,11,-7.5,0,5.9,,0
CL000753,25,affluent,37,3,1,1,0,1,18764.79,28795.28,app,17,14,17,7.3,0,3.1,Valuta l'apertura di un conto cointestato con il coniuge.,0
CL000754,81,mass,212,2,1,0,0,0,3578.17,0.0,app,9,17,12,11.8,0,9.8,,0
CL000755,56,affluent,80,1,1,1,0,1,55819.57,50212.4,web,4,11,13,1.5,1,7.5,"Ha apprezzato il nuovo servizio dell'app, esperienza complessivamente buona.",0
CL000756,48,affluent,283,7,0,1,0,1,52312.04,153123.12,app,16,15,9,-5.9,0,5.7,"Cliente fidelizzato, ha incrementato la liquidita' depositata.",0
CL000757,68,mass,210,5,1,1,0,0,3831.9,0.0,app,12,20,16,20.2,0,7.0,,0
CL000758,45,mass,70,3,1,1,0,1,2908.92,56838.81,app,16,14,13,5.9,1,9.8,,0
CL000759,28,affluent,29,3,0,1,1,1,112531.93,140580.26,app,21,8,13,-8.4,0,5.8,,1
CL000760,68,mass,96,3,1,0,0,0,7558.27,0.0,app,16,12,14,-12.8,0,9.3,,0
CL000761,31,mass,48,7,0,1,0,1,3127.45,12828.55,app,13,23,10,5.5,0,10.0,,0
CL000762,56,mass,141,3,1,1,0,0,2470.62,0.0,app,16,18,11,-3.1,0,6.8,"Richiede un appuntamento per rivedere l'asset allocation, clima collaborativo.",0
CL000763,82,mass,83,2,0,1,0,1,11185.88,25773.6,app,6,7,15,-12.3,1,4.3,,1
CL000764,81,mass,88,2,0,1,0,0,4933.78,0.0,app,12,5,18,1.9,0,7.8,Valuta l'apertura di un conto cointestato con il coniuge.,0
CL000765,43,mass,123,2,1,1,0,0,3838.37,0.0,web,3,14,10,-14.1,0,6.9,,1
CL000766,71,mass,94,1,0,0,0,0,4931.89,0.0,app,12,9,14,1.9,1,6.8,,1
CL000767,60,mass,93,3,1,1,0,1,6027.08,2151.1,app,8,12,17,4.2,0,6.3,,0
CL000768,51,mass,149,2,1,0,0,1,4225.87,17350.64,filiale,5,16,7,-9.3,0,6.3,Incontro positivo: valuta la sottoscrizione di un piano di accumulo.,0
CL000769,29,affluent,139,3,1,1,0,1,78832.27,373976.73,filiale,5,10,14,5.0,2,6.2,,0
CL000770,44,mass,176,1,1,1,1,0,13813.54,0.0,app,13,9,8,-8.2,0,3.8,Malcontento espresso dopo l'aumento del canone annuo.,0
CL000771,63,mass,158,1,1,0,0,0,7177.45,0.0,web,1,11,11,0.5,0,,"Richiede un appuntamento per rivedere l'asset allocation, clima collaborativo.",0
CL000772,85,mass,133,3,0,1,0,0,15325.1,0.0,filiale,0,8,20,-17.8,0,6.3,,0
CL000773,20,mass,52,3,1,0,0,1,4481.2,91174.64,web,9,13,16,1.9,0,,,1
CL000774,67,mass,104,2,0,1,0,0,8277.51,0.0,web,0,9,10,13.6,0,4.4,,0
CL000775,75,mass,88,3,0,1,0,1,10981.98,20423.73,web,0,7,15,-17.2,1,9.7,Interessato a una consulenza sulla previdenza integrativa.,0
CL000776,82,mass,104,2,1,0,1,0,11127.05,0.0,filiale,1,5,7,9.6,0,7.7,,0
CL000777,47,mass,167,4,1,1,0,0,10141.58,0.0,app,20,14,17,-6.0,0,9.2,Chiede perche' il rendimento del portafoglio e' inferiore alle attese.,0
CL000778,27,mass,45,2,0,0,1,0,7848.44,0.0,web,1,12,14,11.6,2,3.3,,0
CL000779,37,mass,43,4,0,1,0,0,25884.91,0.0,app,11,8,14,21.7,0,,,1
CL000780,76,mass,210,2,0,1,0,0,2736.06,0.0,app,13,7,15,1.9,1,6.4,"Ha apprezzato il nuovo servizio dell'app, esperienza complessivamente buona.",0
CL000781,77,mass,144,3,1,1,0,1,3867.26,11253.83,app,7,17,8,7.4,0,7.4,,0
CL000782,62,mass,240,4,0,1,0,1,3666.31,41761.79,filiale,2,7,14,5.3,0,,Ha ridotto l'operativita' e valuta di spostare la liquidita' altrove.,1
CL000783,28,mass,186,4,1,0,0,1,3193.07,14485.93,app,20,19,13,12.4,0,7.3,,0
CL000784,28,mass,34,3,1,1,0,0,742.56,0.0,web,8,22,11,-1.8,0,7.2,Valuta l'apertura di un conto cointestato con il coniuge.,0
CL000785,51,mass,97,4,1,1,0,0,15327.11,0.0,filiale,2,11,14,8.9,0,7.6,Chiede perche' il rendimento del portafoglio e' inferiore alle attese.,1
CL000786,58,mass,73,2,0,1,0,0,1766.16,0.0,app,14,11,13,-7.5,0,7.2,,0
CL000787,22,mass,30,4,1,1,0,0,5181.41,0.0,app,19,17,17,14.4,0,6.8,,0
CL000788,65,private,100,1,0,1,0,1,37105.57,1281177.12,app,14,5,14,-11.8,0,6.4,Incontro positivo: valuta la sottoscrizione di un piano di accumulo.,0
CL000789,55,mass,142,2,1,1,1,1,7774.81,44462.76,web,3,16,15,-4.7,1,7.9,Nessuna criticita' segnalata nell'ultimo contatto telefonico.,0
CL000790,20,mass,100,6,1,1,0,1,2193.26,17267.73,app,14,11,12,-6.7,0,5.7,,0
CL000791,26,mass,99,3,0,0,1,0,1599.8,0.0,filiale,6,6,9,5.5,1,4.1,,1
CL000792,49,private,90,4,0,0,0,1,158912.1,978959.04,web,1,14,12,10.1,1,6.3,Insoddisfatto dei tempi di risposta dell'assistenza dopo l'ultima richiesta.,1
CL000793,67,mass,160,3,1,1,0,0,2366.91,0.0,app,10,10,13,7.3,1,7.2,,0
CL000794,74,mass,87,4,0,1,0,1,2652.5,9855.81,app,7,9,15,-5.4,0,10.0,,0
CL000795,48,private,110,1,1,1,0,0,155718.95,0.0,app,11,5,11,18.5,0,6.2,,0
CL000796,39,mass,88,1,1,0,1,1,9136.11,9447.7,app,12,8,10,15.0,0,7.6,Interessato a una consulenza sulla previdenza integrativa.,0
CL000797,83,private,128,5,1,1,0,1,63872.04,511318.77,filiale,0,13,11,4.2,0,6.7,Malcontento espresso dopo l'aumento del canone annuo.,0
CL000798,50,mass,114,3,0,1,0,1,1822.43,16317.97,app,9,7,16,-6.4,2,5.3,,1
CL000799,40,mass,52,3,1,0,0,1,4542.06,5656.5,app,15,15,9,-15.3,0,8.5,,0
CL000800,49,mass,129,2,1,1,0,0,7225.18,0.0,app,14,13,10,9.4,1,4.9,,0
CL000801,20,mass,64,3,0,1,1,0,16588.74,0.0,web,6,7,16,-2.8,0,8.0,,1
CL000802,39,affluent,39,6,1,0,1,0,10173.72,0.0,web,11,12,12,12.4,0,5.9,,0
CL000803,54,mass,104,2,1,0,0,1,3340.35,19340.55,app,8,12,16,13.3,2,4.4,Interessato a una consulenza sulla previdenza integrativa.,1
CL000804,80,private,114,5,1,1,0,0,384386.87,0.0,app,10,21,8,-4.3,0,8.9,,0
CL000805,68,mass,195,4,0,1,0,0,26259.55,0.0,filiale,0,9,10,1.1,0,6.7,"Ha apprezzato il nuovo servizio dell'app, esperienza complessivamente buona.",0
CL000806,71,mass,85,3,1,1,0,0,1819.32,0.0,app,11,15,8,0.6,0,7.1,Il cliente ha chiesto informazioni sui costi e i tempi di chiusura del conto.,0
CL000807,55,private,67,6,1,1,0,1,68615.01,556922.1,app,14,17,14,18.3,1,8.2,Lamentele ripetute sulle commissioni applicate sul conto corrente.,0
CL000808,27,mass,94,1,1,0,0,0,6266.61,0.0,filiale,8,16,11,-3.4,0,,Ha accennato alla possibilita' di trasferire i dossier titoli a un altro istituto.,1
CL000809,45,affluent,87,2,1,0,0,1,15863.73,137115.2,web,2,11,9,8.8,0,9.3,,0
CL000810,85,mass,133,2,1,1,0,0,2245.52,0.0,app,8,13,10,1.8,0,7.4,,0
CL000811,22,affluent,253,1,0,1,1,0,33249.1,0.0,app,13,10,21,19.5,0,5.9,,0
CL000812,78,mass,172,3,1,1,0,0,17934.44,0.0,app,10,13,17,-7.0,1,4.9,,0
CL000813,65,mass,103,3,0,0,0,1,1368.49,6633.23,web,0,9,10,-11.5,1,4.4,,1
CL000814,38,mass,35,2,1,1,0,1,17128.53,18812.74,app,9,14,11,-21.6,1,5.1,,1
CL000815,71,mass,108,2,1,0,0,1,2651.04,5298.32,filiale,0,14,17,3.0,0,7.3,,0
CL000816,75,mass,87,5,1,1,0,0,6070.6,0.0,app,8,12,13,3.8,0,7.0,"Cliente fidelizzato, ha incrementato la liquidita' depositata.",0
CL000817,22,mass,32,1,0,1,1,0,18615.79,0.0,app,21,6,10,-1.6,0,6.9,,0
CL000818,27,affluent,39,4,0,0,0,1,35758.77,35062.53,web,7,8,9,11.9,2,6.0,,1
CL000819,63,mass,181,3,1,0,0,0,3402.47,0.0,web,0,13,20,19.2,0,8.3,Incontro positivo: valuta la sottoscrizione di un piano di accumulo.,0
CL000820,85,affluent,95,2,0,0,0,1,50925.42,915013.16,web,1,8,13,-8.3,0,7.8,,0
CL000821,21,private,122,6,1,1,0,0,114159.04,0.0,app,14,26,13,-1.8,1,7.3,,0
CL000822,63,mass,140,2,0,1,0,0,7109.7,0.0,app,11,7,10,-19.3,0,10.0,,0
CL000823,29,mass,98,1,0,1,0,0,3698.89,0.0,app,11,9,9,1.7,0,8.4,Nessuna criticita' segnalata nell'ultimo contatto telefonico.,0
CL000824,62,mass,79,1,1,0,0,0,9653.13,0.0,app,3,7,13,-6.7,1,,,0
CL000825,61,mass,160,3,1,1,0,0,1267.99,0.0,app,12,17,15,-4.2,0,8.9,Incontro positivo: valuta la sottoscrizione di un piano di accumulo.,0
CL000826,25,mass,32,3,1,0,0,0,1786.17,0.0,web,4,14,14,-0.9,1,5.8,,1
CL000827,64,mass,220,1,1,0,0,0,1251.33,0.0,filiale,0,16,18,6.8,0,9.1,,0
CL000828,79,mass,203,6,1,1,0,0,4226.86,0.0,filiale,1,11,5,-2.3,0,6.2,,0
CL000829,76,mass,254,5,1,0,1,1,1122.61,8804.03,web,1,13,11,24.5,0,5.3,,0
CL000830,21,mass,67,1,0,0,1,0,2385.95,0.0,filiale,7,10,8,-0.4,0,9.4,,1
CL000831,36,mass,76,5,1,1,0,0,1641.3,0.0,app,14,10,11,-16.3,0,10.0,Ha menzionato un'offerta ricevuta da una banca online con canone azzerato.,0
CL000832,35,mass,64,2,1,0,0,0,16843.31,0.0,filiale,3,13,15,-8.3,0,6.6,Ha menzionato un'offerta ricevuta da una banca online con canone azzerato.,0
CL000833,49,mass,282,4,1,1,0,0,1823.27,0.0,app,11,20,15,8.0,0,8.5,,0
CL000834,29,affluent,110,3,1,1,1,0,8382.22,0.0,app,18,13,13,8.5,1,3.8,,0
CL000835,76,mass,89,2,1,1,0,0,5560.84,0.0,app,13,15,17,0.3,0,10.0,,0
CL000836,71,mass,216,2,0,0,0,0,20295.19,0.0,app,11,7,8,0.4,0,6.9,,0
CL000837,73,mass,119,4,1,0,0,1,4005.96,93145.63,web,0,16,14,2.7,0,7.9,Ha menzionato un'offerta ricevuta da una banca online con canone azzerato.,0
CL000838,33,mass,19,4,1,1,1,0,4294.77,0.0,app,10,14,8,8.4,1,5.9,Valuta l'apertura di un conto cointestato con il coniuge.,0
CL000839,20,mass,34,2,0,1,1,1,14209.72,71302.61,filiale,4,7,14,-0.0,1,6.1,,0
CL000840,80,mass,204,3,1,0,0,0,9802.63,0.0,filiale,1,16,9,-14.7,2,,"Cliente fidelizzato, ha incrementato la liquidita' depositata.",0
CL000841,39,private,112,4,1,1,1,1,195647.7,1074709.42,web,3,17,16,-8.2,1,4.8,Chiede perche' il rendimento del portafoglio e' inferiore alle attese.,0
CL000842,63,mass,153,5,1,0,0,0,2633.04,0.0,app,10,9,17,-6.7,1,6.3,,0
CL000843,80,affluent,225,6,1,1,0,0,40220.08,0.0,web,0,22,17,-13.8,0,8.1,,0
CL000844,22,mass,14,1,0,0,0,0,1306.74,0.0,app,17,3,55,-14.4,1,8.2,Insoddisfatto dei tempi di risposta dell'assistenza dopo l'ultima richiesta.,1
CL000845,20,mass,35,2,0,0,0,0,2536.88,0.0,app,20,8,10,4.2,0,7.5,,0
CL000846,20,mass,67,3,1,0,1,1,16128.07,2279.73,app,14,19,19,-0.4,0,10.0,,0
CL000847,30,mass,147,2,1,1,1,0,14354.14,0.0,app,14,15,15,8.4,0,8.4,,0
CL000848,23,affluent,29,2,1,0,0,1,39556.91,191791.41,app,21,12,9,21.0,0,8.6,,0
CL000849,74,private,114,6,1,1,0,1,23500.55,528934.03,app,8,15,14,9.3,1,5.0,,0
CL000850,59,affluent,110,1,0,1,0,1,8994.42,128185.08,app,13,2,62,8.2,1,8.3,Valuta l'apertura di un conto cointestato con il coniuge.,0
CL000851,84,mass,110,3,1,1,0,0,2412.64,0.0,filiale,0,11,9,-17.6,0,8.4,,0
CL000852,72,affluent,126,3,0,1,0,0,22861.98,0.0,filiale,1,6,7,7.0,0,10.0,,0
CL000853,83,mass,132,3,1,1,0,0,1443.22,0.0,filiale,0,13,11,-0.3,1,3.9,,0
CL000854,35,affluent,59,2,1,0,0,0,21377.13,0.0,app,14,16,12,14.2,0,3.1,,0
CL000855,38,mass,132,1,1,0,1,1,21819.64,6773.3,filiale,0,12,15,-14.9,0,7.6,,0
CL000856,76,mass,164,2,0,1,0,1,6378.91,33351.64,web,0,9,18,10.6,1,7.6,,0
CL000857,36,mass,133,3,1,1,0,1,5415.09,18872.64,app,13,8,15,-6.8,0,9.1,Incontro positivo: valuta la sottoscrizione di un piano di accumulo.,0
CL000858,23,mass,124,1,0,0,0,0,1779.7,0.0,app,16,10,16,-11.9,0,7.5,,0
CL000859,64,mass,68,2,1,0,0,0,1017.31,0.0,app,20,23,13,24.5,0,10.0,,0
CL000860,72,affluent,80,5,1,0,0,1,8834.17,128741.09,app,16,20,21,1.1,0,7.2,,0
CL000861,83,affluent,179,4,1,0,0,1,5885.87,266267.35,filiale,0,15,18,-1.1,0,7.3,,0
CL000862,81,private,118,7,1,1,0,1,142732.73,526565.08,app,10,17,12,-6.2,1,6.9,,0
CL000863,27,mass,48,4,0,1,1,0,6282.34,0.0,app,10,9,17,-3.6,0,5.6,,0
CL000864,70,mass,95,4,1,1,0,1,1865.42,4632.55,filiale,1,22,10,-4.6,0,7.4,Lamentele ripetute sulle commissioni applicate sul conto corrente.,0
CL000865,75,mass,182,3,1,0,0,0,5080.31,0.0,filiale,0,19,10,-2.7,0,6.3,,0
CL000866,66,mass,292,5,1,0,0,0,16682.15,0.0,web,0,16,7,-1.5,1,7.4,"Cliente soddisfatto, interessato a valutare nuovi prodotti di investimento.",0
CL000867,74,mass,185,4,0,1,0,0,25898.17,0.0,app,13,11,14,-2.9,1,5.9,,0
CL000868,75,mass,109,3,1,1,0,1,8896.11,18313.58,filiale,1,14,12,-12.7,0,7.2,,0
CL000869,49,mass,147,4,1,1,0,0,3799.57,0.0,app,14,23,15,0.4,0,6.8,Nessuna criticita' segnalata nell'ultimo contatto telefonico.,0
CL000870,22,mass,19,1,0,1,1,0,8641.17,0.0,web,2,7,13,3.4,0,8.1,,0
CL000871,50,mass,90,3,1,0,0,0,15012.36,0.0,filiale,7,12,20,9.5,0,9.9,,0
CL000872,33,mass,27,3,0,1,0,0,730.33,0.0,filiale,4,4,11,13.2,0,6.0,,1
CL000873,27,mass,53,1,0,1,0,0,16879.62,0.0,app,20,6,11,-3.7,0,7.5,,0
CL000874,28,affluent,82,4,1,1,1,0,16344.25,0.0,filiale,7,21,16,4.3,2,6.6,"Ha apprezzato il nuovo servizio dell'app, esperienza complessivamente buona.",0
CL000875,66,mass,321,3,1,1,0,0,2747.74,0.0,app,7,12,16,9.1,0,8.1,,0
CL000876,53,affluent,182,5,0,1,0,1,19386.35,89546.7,web,3,8,10,-6.5,0,10.0,Interessato a una consulenza sulla previdenza integrativa.,0
CL000877,55,mass,54,5,0,1,0,0,5931.76,0.0,web,2,14,10,2.7,1,2.8,"Ha apprezzato il nuovo servizio dell'app, esperienza complessivamente buona.",0
CL000878,69,affluent,72,4,1,1,0,1,9814.64,50398.97,app,11,19,11,4.2,0,6.3,"Ha apprezzato il nuovo servizio dell'app, esperienza complessivamente buona.",0
CL000879,56,affluent,77,3,0,0,0,0,20649.1,0.0,app,16,12,21,-21.4,0,7.3,,0
CL000880,61,affluent,251,4,1,1,0,1,42809.23,307913.89,web,0,18,10,0.1,0,,,0
CL000881,25,mass,18,1,1,1,0,1,5413.84,21365.79,app,20,13,8,1.8,0,7.0,,0
CL000882,76,mass,102,2,0,1,0,0,6264.99,0.0,app,13,5,11,-8.1,0,6.9,,0
CL000883,49,mass,70,3,1,1,0,0,3322.35,0.0,web,1,6,13,11.4,1,6.1,,0
CL000884,30,mass,98,6,0,1,0,0,8302.72,0.0,web,7,15,9,21.1,0,6.8,,0
CL000885,73,mass,178,2,1,0,0,0,11507.73,0.0,filiale,0,13,11,4.5,0,9.7,Nessuna criticita' segnalata nell'ultimo contatto telefonico.,0
CL000886,68,mass,155,2,1,1,0,1,10903.02,15539.3,filiale,0,10,9,-13.7,0,8.1,,0
CL000887,23,mass,81,3,0,0,0,1,6534.49,24095.5,filiale,3,7,13,-2.2,1,6.0,Lamentele ripetute sulle commissioni applicate sul conto corrente.,1
CL000888,32,mass,30,5,1,1,0,0,10352.71,0.0,app,16,21,13,-10.4,0,8.0,,0
CL000889,21,mass,70,6,0,1,0,0,9739.59,0.0,app,18,10,13,24.7,0,5.1,,0
CL000890,37,mass,177,2,0,0,1,0,49456.91,0.0,web,6,7,11,-6.0,0,6.4,Interessato a una consulenza sulla previdenza integrativa.,0
CL000891,26,affluent,199,7,0,1,1,0,79859.16,0.0,filiale,4,18,10,2.5,0,6.4,,0
CL000892,66,affluent,139,6,0,0,0,0,24634.17,0.0,filiale,0,9,8,13.6,0,9.4,"Ha apprezzato il nuovo servizio dell'app, esperienza complessivamente buona.",0
CL000893,54,mass,53,3,0,1,0,0,1957.63,0.0,web,4,6,22,-9.6,1,8.8,,1
CL000894,84,mass,162,3,1,1,0,0,3515.63,0.0,filiale,0,15,7,-8.2,1,5.1,,0
CL000895,69,mass,115,2,0,0,0,0,3299.06,0.0,app,8,16,10,15.2,0,9.6,,0
CL000896,60,mass,62,1,1,0,0,0,7046.46,0.0,app,11,9,12,14.8,1,6.7,,0
CL000897,53,mass,64,2,0,0,0,0,2367.93,0.0,app,19,9,19,-11.0,0,7.0,Ha menzionato un'offerta ricevuta da una banca online con canone azzerato.,0
CL000898,23,mass,32,3,0,1,0,0,13003.31,0.0,web,6,11,12,-11.6,0,6.5,,1
CL000899,24,private,109,7,1,1,0,1,38200.0,1864474.34,app,16,20,12,7.4,1,5.9,,0
CL000900,60,mass,235,3,0,0,1,1,1023.24,68502.85,app,5,6,9,7.3,0,7.1,,0
CL000901,20,affluent,93,3,1,0,0,0,23627.23,0.0,app,24,16,13,-6.2,2,2.7,"Richiede un appuntamento per rivedere l'asset allocation, clima collaborativo.",0
CL000902,22,mass,109,3,0,0,0,0,2083.28,0.0,app,9,7,11,3.9,0,7.0,,0
CL000903,34,mass,76,2,1,0,0,0,1433.09,0.0,web,9,18,12,-12.7,0,7.5,,1
CL000904,78,affluent,109,4,1,1,0,1,15038.92,80980.55,filiale,1,16,10,6.7,1,4.0,Confronta le nostre condizioni con quelle di una fintech segnalata da un amico.,1
CL000905,50,mass,131,4,0,1,1,0,2240.97,0.0,filiale,4,8,9,3.5,0,6.6,,0
CL000906,66,affluent,133,2,1,1,0,1,26926.88,33494.05,app,13,14,9,-19.2,0,6.6,,1
CL000907,47,mass,64,2,0,0,0,0,2544.21,0.0,app,14,12,17,-3.8,2,2.8,,1
CL000908,31,mass,87,2,0,0,0,0,2737.44,0.0,app,13,8,15,-3.2,0,9.6,,0
CL000909,44,mass,91,3,0,0,0,0,4427.63,0.0,app,15,4,12,8.1,0,7.4,Nessuna criticita' segnalata nell'ultimo contatto telefonico.,0
CL000910,26,affluent,56,5,0,1,1,1,66474.71,189221.65,filiale,9,12,8,-11.7,0,4.4,,0
CL000911,70,mass,98,3,0,1,0,0,16708.47,0.0,web,0,9,15,13.9,0,8.5,Ha menzionato un'offerta ricevuta da una banca online con canone azzerato.,0
CL000912,32,affluent,98,1,1,0,0,0,30477.69,0.0,app,18,21,6,1.3,0,6.1,,0
CL000913,44,affluent,69,5,0,0,0,1,32687.51,224558.59,web,5,10,12,13.2,1,3.9,,0
CL000914,84,mass,314,3,1,1,0,0,3771.14,0.0,filiale,1,10,12,-15.8,1,6.1,Incontro positivo: valuta la sottoscrizione di un piano di accumulo.,0
CL000915,59,mass,137,3,1,1,0,0,6857.68,0.0,app,6,7,5,3.9,0,10.0,Valuta l'apertura di un conto cointestato con il coniuge.,0
CL000916,50,affluent,121,3,0,0,1,1,37909.5,70650.54,filiale,2,8,11,2.7,0,7.4,,0
CL000917,55,private,97,5,0,1,0,1,439969.33,437549.92,app,12,8,9,3.1,1,,Ha accennato alla possibilita' di trasferire i dossier titoli a un altro istituto.,0
CL000918,71,mass,107,5,0,1,0,0,812.54,0.0,app,8,13,16,4.8,0,8.7,,0
CL000919,36,mass,28,2,0,0,0,0,3600.95,0.0,app,15,7,12,3.9,0,,Insoddisfatto dei tempi di risposta dell'assistenza dopo l'ultima richiesta.,1
CL000920,62,mass,83,2,1,0,0,0,6034.64,0.0,app,10,14,10,-25.9,0,10.0,Nessuna criticita' segnalata nell'ultimo contatto telefonico.,0
CL000921,77,mass,80,4,0,1,0,1,4343.1,11983.6,app,7,9,7,20.6,1,6.1,"Cliente fidelizzato, ha incrementato la liquidita' depositata.",0
CL000922,57,affluent,56,3,1,0,0,0,11458.69,0.0,app,6,11,11,-6.9,0,,,0
CL000923,49,mass,56,5,1,1,0,0,1381.01,0.0,app,16,16,5,-6.2,0,4.3,,0
CL000924,29,mass,156,4,1,1,0,0,9188.34,0.0,web,7,21,10,1.7,1,6.4,,0
CL000925,36,mass,164,4,0,1,0,0,2250.18,0.0,app,10,12,18,6.7,1,4.3,,0
CL000926,82,mass,108,2,1,0,0,0,916.53,0.0,app,7,10,5,-14.9,0,6.9,Interessato a una consulenza sulla previdenza integrativa.,0
CL000927,55,mass,58,2,1,1,0,0,9613.42,0.0,web,0,12,18,-17.0,0,7.8,Interessato a una consulenza sulla previdenza integrativa.,0
CL000928,39,affluent,67,5,1,0,0,1,40329.73,59874.36,web,3,21,12,18.7,0,6.6,,0
CL000929,47,mass,136,1,1,1,1,0,4006.66,0.0,web,4,9,16,-3.2,0,,"Cliente fidelizzato, ha incrementato la liquidita' depositata.",0
CL000930,58,mass,171,1,1,0,0,0,1952.57,0.0,app,12,11,13,4.6,0,9.9,,0
CL000931,55,affluent,115,5,1,1,0,0,24092.65,0.0,filiale,3,17,13,-11.2,1,2.2,,1
CL000932,66,mass,138,5,1,1,0,1,13280.19,52641.75,app,10,11,8,20.3,0,8.8,,0
CL000933,36,mass,96,2,1,1,0,0,1039.79,0.0,filiale,8,11,10,11.0,0,7.0,"Cliente fidelizzato, ha incrementato la liquidita' depositata.",0
CL000934,62,mass,63,3,1,0,0,0,1088.35,0.0,app,9,18,11,-5.7,1,5.1,,0
